date_utc,channel,message_id,link,text,views,forwards,replies,is_forward,has_media,media_type
2026-06-01 13:30:32,dva_majors,93888,https://t.me/dva_majors/93888,,97054,342,,1,1,photo
2026-06-01 13:30:32,dva_majors,93887,https://t.me/dva_majors/93887,,99257,344,,1,1,photo
2026-06-01 13:30:32,dva_majors,93886,https://t.me/dva_majors/93886,,95370,343,,1,1,photo
2026-06-01 13:30:32,dva_majors,93885,https://t.me/dva_majors/93885,,91575,345,,1,1,photo
2026-06-01 13:30:32,dva_majors,93884,https://t.me/dva_majors/93884,,92172,344,,1,1,photo
2026-06-01 13:30:32,dva_majors,93883,https://t.me/dva_majors/93883,"🇷🇺🇺🇦 Другие ""зебры"" российской армии. Бойцы красят технику в надежде, что это помешает захвату вражеских беспилотников.

[Подписаться на канал](https://t.me/warhistoryalconafter)** | **[наш МАХ](https://max.ru/warhistoryalconafter)",92112,346,72,1,1,photo
2026-06-01 14:02:05,sashakots,62085,https://t.me/sashakots/62085,"**Атомный «Нахимов» с «Цирконами» готовится вернуться на флот**

Тяжелый атомный ракетный крейсер проекта 1144.2М «Орлан» «Адмирал Нахимов» начал финальный этап испытаний после модернизации. Этот корабль 1-го ранга приписан к Северному флоту и должен сменить в его составе «одноклассника» - ТАРКР «Петр Великий», который, в свою очередь, отправится на ремонт и модернизацию. В Минобороны ранее заявили, что «Нахимов»  станет самым современным крейсером ВМФ России. Ожидается, что он вернется в строй в 2026-2027 годах.

«Адмирала Нахимова», вступившего в строй еще в 1988-м, отправили на ремонт в 1999-м, но фактически работы над крейсером начались лишь в 2013-м, когда в оборонку наконец-то пошли серьезные деньги. К 2015 году на предприятии «Севмаш» в Северодвинске с корабля сняли старое оборудование и провели дефектовку корпуса. Завершить модернизацию планировали к 2018-му, однако сроки неоднократно сдвигались вправо. Ремонт корректировали по ходу дела, внедряя в бортовое оборудование и вооружение все больше новинок.

Главный калибр «Нахимова» - 10 унифицированных пусковых установок ЗС14 по 8 ракет в каждой. Они могут оснащаться крылатыми ракетами «Калибр», сверхзвуковыми противокорабельными «Ониксами» и гиперзвуковыми «Цирконами». Таким образом, одних только ударных ракет ТАРКР будет нести аж 80 единиц, что делает его одним из самых тяжеловооруженных надводных кораблей в мире. 

Для противовоздушной обороны крейсер оборудовали ЗРК «Форт-М» (корабельным вариантом С-300ФМ) с дальностью поражения до 150 километров. Боекомплект – до 96 зенитных управляемых ракет. Ближнюю зону прикроют бортовые комплексы «Панцирь-М». От подводной угрозы корабль прикроют комплексы «Ответ» и «Пакет-НК». Первый предназначен для уничтожения подводных лодок, второй – для перехвата приближающихся торпед. Он же, вероятно, будет обеспечивать защиту от надводных и полупогружных безэкипажных катеров. Хорошие новости к Дню Северного флота.

Кроме того, «Нахимов» получил современные цифровые системы связи и управления, полностью обновлённые системы жизнеобеспечения, радиотехническое оборудование и корабельную энергетику. После модернизации ТАРКР станет фактически новым кораблём с радикально усиленными боевыми возможностями. Он сможет выполнять задачи как ударного носителя гиперзвукового оружия, так и флагмана группы кораблей с мощной ПВО и ПЛО, что превратит его в ключевой элемент морской стратегии ВМФ России. 

Особенно на Севере, где скоро, вполне вероятно, России начнут предъявлять очередные претензии. И на Арктику, и на Северный морской путь, и на шельф.

С праздником всех причастных!

О планах Украины и ее союзников по блокированию Северного флота – [в моем канале](https://max.ru/kots/AZ1x843zG0k) в МАКС.

@sashakots",31141,98,,0,1,photo
2026-06-01 14:03:10,epoddubny,27671,https://t.me/epoddubny/27671,"Допуск судов под иностранным флагом во внутренние воды России теперь будут согласовывать ФСБ и Минобороны, сообщили в правительстве РФ.

Под иностранным флагом возможны каботаж, поисковые и спасательные операции, удаление затонувшего в море имущества, гидротехнические, подводно-технические и другие подобные работы во внутренних водах, исключительной экономической зоне и на континентальном шельфе,
– говорится в заявлении.

[Подпишись ТГ](https://t.me/epoddubny) / [Подпишись МАКС](https://max.ru/epoddubny)",53333,52,0,0,0,
2026-06-01 14:05:53,rybar,80747,https://t.me/rybar/80747,"📝**О перестройке мышления**📝
__Как обязательном условии внедрения «боевых ИИ»__

Представим, что у вас есть множество [средств разведки](https://t.me/rybar/80741) и подходящие каналы передачи, на которые вы в перспективе даже можете «наложить» ИИ. Казалось бы, далее осталось внедрить его в войска.

Но здесь начинаются __неожиданные__ трудности, когда **люди могут массово не хотеть пользоваться** потенциально эффективным продуктом. Такие проблемы, например, возникли при опытно-боевой эксплуатации [российской системы информационного взаимодействия](https://t.me/rybar/72389).

➡️Часть командного состава высокого уровня в принципе **не осознает значимость** подобных продуктов, тормозя развертывание. Причина — мышление в стиле «это все __очень сложно,__ мы уже __привыкли__ к другим инструментам».

➡️Другая часть понимает значимость, но в полной мере **не осознает функционала,** воспринимая такие системы лишь расширенной интерактивной картой с встроенным мессенджером. В результате масса заложенных опций просто не используется.

➡️Наконец, для использования таких систем нужны ноутбуки, смартфоны, накопители. Если же на ровном месте чинить помехи их использованию под предлогом информационной безопасности, то работать просто не получится.

Насколько бы эффективно условный «боевой ИИ» ни собирал и обрабатывал данные, **во главе по-прежнему стоит человек.** И именно от человека-оператора зависит, насколько полезны армии будут подобные продукты.

❗️Поэтому внедрение условных «боевых ИИ» в ВС РФ — вопрос не только технической и организационной, но и морально-психологической плоскости с [поиском](https://t.me/KaskadNerv/4129) **механизмов перестройки мышления командного состава.**

Задача сложная, но решаемая. В конце концов не было бы тогда примеров начальников, в начале СВО признававших только бумажные карты, а ныне усердно ставящих точки в «ZOV-картах».
#ИИ #ВСРФ
**✈️**** **[**RU**](https://t.me/rybar)** | ****✈️**** **[**EN**](https://t.me/rybar_in_english)** | ****✉️**** **[**MAX**](https://max.ru/Rybar) 

✉️ [**VK**](https://vk.com/rybar_force) | ✉️ [**RuTube**](https://rutube.ru/u/rybar/) | ✉️ [**ОК**](https://ok.ru/group/70000041986659) | ✉️ [**Дзен**](https://dzen.ru/rybar)

**💸**[**Поддержать нас**](https://qr.nspk.ru/BS1A0068ID10D33B9IBAQRQ4M9T0NIFN?type=01&bank=100000000008&crc=36CB)",164878,108,,0,1,webpage
2026-06-01 14:12:43,dva_majors,93889,https://t.me/dva_majors/93889,"""**Зебры"" - не работают**

В интернете провели эксперимент с нейросетями (Perplexity, Gemini, Grok):  ""камуфлирование «зеброй» не работает. **Неспециализированные гражданские коммерческие нейросети** «в лоб» щелкают эту задачу, не просто без проблем опознавая грузовик, но и** факт применения камуфлирования**. Безусловно, машинное зрение «Хорнета» куда как более примитивно (возможно!) и не умеет настолько качественно работать с контекстом, но и у него не возникнет подобных проблем, учитывая техническое оснащение барражирующего боеприпаса.""

[**Два майора**](https://t.me/dva_majors)** ****✨****  **[**Два майора в МАХ**](https://max.ru/dva_majors)",153627,381,85,0,1,photo
2026-06-01 14:16:09,wargonzo,34560,https://t.me/wargonzo/34560,"**Как бывший заключённый и ветеран ищет способ спасти трудных подростков — и почему эта идея может сработать

**[Владислав Зиздок](https://t.me/zizdok) специально__ для ____@wargonzo____ __**
** 
Эта история вообще не про войну. Хотя без войны её бы не было. Она про человека, который сначала прошёл детскую колонию, потом взрослую зону, потом Бахмут, марш на Москву, Белоруссию, Курскую область ранение, а теперь сидит за партой и готовится сдавать ЕГЭ вместе с обычными школьниками.
 
Виктор Шабельский, позывной Диор, родом из Камышина, живёт в Волгограде. Широкоплечий, бородатый, с той особой лёгкостью в движениях, которая бывает у людей, много раз выходивших, откуда не все возвращаются. 
 
Мы познакомились с ним в Мартыновских лесах, во время работы в Курской области. Зрители WarGonzo могли запомнить его по фильму «Вольные невольные» - про группу Пресса, вчерашних вагнеровцев, прибившихся после марша на Москву к спецназу «Ахмат».
 
Тогда он был в панаме, в очках с красными стёклами, на фронтовом драйве и с абсолютно спокойной готовностью делать всё, что требуется. Представился коротко и с ухмылкой: «Шериф Мартыновки».
 
Сейчас этот «шериф» готовится к ЕГЭ: история, русский, математика. Говорит, школьники слегка обалдели, когда на пробник пришёл здоровый бородатый мужик. Он сам рассказывает об этом спокойно, без позы. Ему это правда нужно. Не для картинки. Для дела. Потому что дело у него сейчас другое: трудные подростки.

👉🏻 [**Читать полностью на ДЗЕН **](https://dzen.ru/a/ah2QVLjGSRZLhsil)

@wargonzo",56204,52,,0,1,photo
2026-06-01 14:32:51,sashakots,62086,https://t.me/sashakots/62086,"**Израиль сорвал американо-иранское урегулирование**

Иран выходит из переговорного процесса с США из-за непрекращающихся атак Израиля на Ливан. Об этом сообщает агентство Tasnim. В материале утверждается, что перемирие, которое было одним из условий диалога, нарушалось на всех фронтах. Сообщается, что Ормузский пролив будет полностью заблокирован, а также будут активированы другие фронты, включая пролив Баб-эль-Мандеб. Иран не возобновит переговоры с США до полного вывода армии Израиля с территории Ливана и прекращения ударов, сообщает Tasnim.

Как мы неоднократно писали, Израиль не даст Штатам просто так «съехать с темы». Трамп, уже потерявший в ходе активной фазы конфликта 29 миллиардов долларов, и рад был бы замириться с Тегераном, но Нетаньяху крепко держит его за тестикулы. Бросить Израиль на произвол судьбы США не могут – это их главный союзник в регионе. Плюс еврейское лобби в Вашингтоне крайне влиятельно. Поэтому в ближайшее время следует ожидать эскалации. 

Как бы цинично это ни звучало, возобновление конфликта нам выгодно. Во-первых, взлетят цены на нефть (особенно если иранские прокси перекроют Баб-эль-Мандеб). Во-вторых, Штаты и их союзники будут вынуждены отбиваться от неминуемых иранских контрударов, расходуя и так дефицитные ракеты комплексов Patriot. Это значит, что Украине в ближайшем будущем не стоит надеяться на значительные поставки этих ЗУР. Сбивать «Искандеры» противнику будет нечем. В-третьих, возобновление боевых действий вновь обострит противоречия между США и Европой. Трамп вновь будет призывать союзников «вписаться» в его авантюру, те будут изо всех сил отпираться. А раскол в НАТО ослабляет нашего вероятного противника. 

Поэтому с интересом наблюдаем за развитием событий. 

О том, как может развиваться конфликт – [в моем канале](https://max.ru/kots/AZ3yqn33ZkM) в МАКС.

@sashakots",33010,79,,0,0,
2026-06-01 14:45:29,rusich_army,29806,https://t.me/rusich_army/29806,"🇨🇦🇺🇦⚡️**Канада будет производить дроны для Украины**

29 мая министерства обороны Канады и Украины подписали **соглашение о создании производства украинских БПЛА** на канадской территории.

Оно предполагает создание совместного предприятия **Airlogix** (Киев) и **Sentinel Research and Development** (Гамильтон), которое на начальном этапе будет собирать **разведывательные БПЛА GOR UAV**, с дальностью действия 260 км. В дальнейшем линейка будет расширена на выпуск **ударных дронов.**

✨Эта информация отражает **общую смену характера военной поддержки Украины** странами Запада – создание производств для ВСУ **на территории этих стран** и ориентация на вооружения, испытанные в бою, прежде всего **беспилотники**. 

В этом контексте показательно **снижение участников ****🇨🇿****«Чешской инициативы по боеприпасам»**, количество участников-доноров которой сократилось **с 18 до 9** и рискует недобрать запланированный 1 млн снарядов для ВСУ в этом году.  **С другой стороны производство БПЛА наоборот возрастает** – к начатой летом 2025 года программе **«Build with Ukraine»** (направлена на создание производств вооружений за пределами Украины) присоединилось 12 стран (🇩🇪Германия,🇬🇧Британия,🇩🇰Дания, 🇳🇱Нидерланды,🇳🇴Норвегия,🇫🇮Финляндия,🇱🇻Латвия,🇱🇹Литва,🇪🇪Эстония,🇷🇴Румыния,🇵🇱Польша,🇨🇦Канада). 

Только в Германии **уже созданы 7 совместных****🇩🇪****🇺🇦**** предприятий** (**Quantum Frontline Industries** – многофункциональные дроны Linza 3.0; **Auterion Airlogix Joint Venture GmbH** – ИИ-управляемые оперативно-тактические ударные дроны; **Quantum WIY Industries** – дроны-перехватчики и системы ПВО Strila; **Quantum Tencore Industries** – НРТК TerMIT; **Wingcopter/TAF Industries** – разведдроны; **TAF Industries/Thyra** – дроны-перехватчики и противодроновые системы; **Helsing/Terminal Autonomy** – ударные дроны HF-1).

✨⭐️В целом **ничего хорошего** для нашей страны это не несёт. Теперь **чуть менее коррумпированные и обладающие значительно более технологичной масштабной производственной базой** европейцы и канадцы, повысят совместный уровень выпуска дальнобойных ударных БПЛА **до тысяч в сутки.** Это приведёт к **обыденности** ежедневных обстрелов мирных городов **за сотни километров от фронта. **

Вместе с тем, **противник сделал ставку на довольно хрупкую конструкцию** – масштабное замещение живой силы на беспилотники во всех средах (земле, воде, воздухе). В результате **оперативное внедрение** (если сумеем) 🇷🇺Россией ещё более доступных и дешёвых средств противодействия БПЛА (**которые уже есть в России,** но не внедряются системно), способно в короткой перспективе **поломать основу военной стратегии противника**, а также нанести ему экономический ущерб в лице малоэффективных инвестиций в производство.

[**Два майора**](https://t.me/dva_majors)
[**Два майора в МАХ**](https://max.ru/dva_majors)",87209,124,28,1,1,photo
