date_utc,channel,message_id,link,substantive,topic,subtopic,sentiment,summary_en,views,forwards
2026-06-02 04:27:55,dva_majors,93919,https://t.me/dva_majors/93919,True,ukraine_strikes_on_russia,drones_on_regions,pos,Russian air defense intercepted 148 Ukrainian drones over western regions and Black Sea.,108661,73
2026-06-02 05:01:01,rusich_army,29809,https://t.me/rusich_army/29809,False,none,none,neu,,81998,19
2026-06-02 05:02:42,rybar,80761,https://t.me/rybar/80761,True,strikes_on_ukraine,deep_strikes,pos,"Russian forces struck Kyiv, Dnipro, Kharkiv, Zaporizhzhia hitting energy and military infrastructure.",161097,80
2026-06-02 05:18:52,wargonzo,34564,https://t.me/wargonzo/34564,False,none,none,neu,,41355,128
2026-06-02 05:18:52,wargonzo,34563,https://t.me/wargonzo/34563,False,none,none,neu,,42261,128
2026-06-02 05:18:52,wargonzo,34562,https://t.me/wargonzo/34562,True,strikes_on_ukraine,deep_strikes,pos,Russia used over 400 rockets and 300 drones targeting Ukrainian energy infrastructure and strategic facilities.,38303,131
2026-06-02 05:25:54,rybar,80762,https://t.me/rybar/80762,True,frontline,other,pos,"Russian forces advancing toward Siversky Donets river, controlling Tatyanivka and Pryshib after two months combat.",178275,154
2026-06-02 05:39:19,dva_majors,93921,https://t.me/dva_majors/93921,True,ukraine_strikes_on_russia,other,neg,Dzhankoy railway station temporarily closed due to Ukrainian attack damage affecting passenger operations.,111135,447
2026-06-02 05:42:18,dva_majors,93922,https://t.me/dva_majors/93922,True,strikes_on_ukraine,deep_strikes,neu,Russia launched 73 missiles and 656 drones of various types against Ukraine overnight.,93785,132
2026-06-02 05:49:27,dva_majors,93923,https://t.me/dva_majors/93923,True,ukraine_strikes_on_russia,other,neg,"Ukrainian attack on Dzhankoy passenger train, claimed targeting Crimea railway infrastructure.",100163,655
2026-06-02 06:00:09,rusich_army,29810,https://t.me/rusich_army/29810,False,none,none,neu,,77057,38
2026-06-02 06:02:08,dva_majors,93924,https://t.me/dva_majors/93924,False,none,none,neu,,76227,2
2026-06-02 06:03:24,sashakots,62092,https://t.me/sashakots/62092,True,strikes_on_ukraine,deep_strikes,pos,Russian Defense Ministry reported massive strike with hypersonic missiles on military-industrial and infrastructure targets.,35960,41
2026-06-02 06:09:01,wargonzo,34571,https://t.me/wargonzo/34571,False,none,none,neu,,40948,56
2026-06-02 06:09:01,wargonzo,34570,https://t.me/wargonzo/34570,False,none,none,neu,,44656,55
2026-06-02 06:09:01,wargonzo,34569,https://t.me/wargonzo/34569,False,none,none,neu,,38833,55
2026-06-02 06:09:01,wargonzo,34567,https://t.me/wargonzo/34567,False,none,none,neu,,35474,55
2026-06-02 06:09:01,wargonzo,34566,https://t.me/wargonzo/34566,False,none,none,neu,,33978,58
2026-06-02 06:09:01,wargonzo,34565,https://t.me/wargonzo/34565,False,none,none,neu,,32788,55
2026-06-02 06:09:01,wargonzo,34568,https://t.me/wargonzo/34568,True,frontline,hulyaipole,pos,Russian forces expand control near Verkhnya Tersa and engage in combat near Lyubytske on Zaporizhzhia front.,35420,55
2026-06-02 06:15:17,vysokygovorit,23055,https://t.me/vysokygovorit/23055,True,west_nato,negotiations,neg,LDPR demands decisive military victory and destruction of Dnipro bridges to stop Western arms supply.,234760,157
2026-06-02 06:31:23,rusich_army,29811,https://t.me/rusich_army/29811,False,none,none,neu,,72616,22
2026-06-02 06:36:41,sashakots,62093,https://t.me/sashakots/62093,True,west_nato,alliance_politics,neu,Trump criticized Netanyahu over escalation in Lebanon and threatened Israel with isolation if Beirut bombed.,31825,18
2026-06-02 06:38:50,dva_majors,93925,https://t.me/dva_majors/93925,False,none,none,neu,,87075,1
2026-06-02 06:44:55,sashakots,62095,https://t.me/sashakots/62095,False,none,none,neu,,44177,291
2026-06-02 06:44:55,sashakots,62094,https://t.me/sashakots/62094,True,strikes_on_ukraine,deep_strikes,pos,"Russia struck Ukraine with Kalibr, Kh-101, Iskander, Kinzhal missiles, hitting industrial targets including Motor Sich factory.",44440,296
2026-06-02 06:59:12,dva_majors,93926,https://t.me/dva_majors/93926,False,none,none,neu,,80981,82
2026-06-02 06:59:59,dva_majors,93927,https://t.me/dva_majors/93927,False,none,none,neu,,82856,0
2026-06-02 07:09:21,rusich_army,29813,https://t.me/rusich_army/29813,True,strikes_on_ukraine,deep_strikes,pos,"Russia struck Kyiv with combined missile attack targeting defense industry facilities, including Ukroboronprom and weapons plants.",77510,98
2026-06-02 07:10:44,dva_majors,93928,https://t.me/dva_majors/93928,False,none,none,neu,,92893,448
2026-06-02 07:15:09,dva_majors,93929,https://t.me/dva_majors/93929,True,frontline,hulyaipole,pos,Russian drone operators from 42 Motor Rifle Division attack Ukrainian vehicles near Orekhovskoye despite Ukrainian claims of air control.,87812,43
2026-06-02 07:17:53,vysokygovorit,23056,https://t.me/vysokygovorit/23056,True,west_nato,negotiations,neu,Analysis of Vietnam War lessons: US constrained strategy and broken will led to defeat despite tactical advantages.,67798,366
2026-06-02 07:24:02,rybar,80763,https://t.me/rybar/80763,True,west_nato,alliance_politics,neu,"USA, UK, Australia launching AUKUS project to develop autonomous underwater vehicles for protecting submarine cable infrastructure.",166354,52
2026-06-02 07:40:49,dva_majors,93930,https://t.me/dva_majors/93930,True,strikes_on_ukraine,deep_strikes,pos,"Russian forces struck recruitment centers, defense plants, and energy infrastructure across Kyiv, Zaporizhzhia, Kharkiv, and Dnipro.",90232,286
2026-06-02 07:45:32,dva_majors,93931,https://t.me/dva_majors/93931,True,ukraine_strikes_on_russia,other,neu,Sevastopol defense shot down seven Ukrainian drones; one damaged private house with no casualties.,86235,53
2026-06-02 07:59:58,dva_majors,93941,https://t.me/dva_majors/93941,False,none,none,neu,,84943,81
2026-06-02 07:59:58,dva_majors,93940,https://t.me/dva_majors/93940,False,none,none,neu,,94478,83
2026-06-02 07:59:58,dva_majors,93939,https://t.me/dva_majors/93939,False,none,none,neu,,88855,79
2026-06-02 07:59:58,dva_majors,93938,https://t.me/dva_majors/93938,False,none,none,neu,,92690,82
2026-06-02 07:59:58,dva_majors,93937,https://t.me/dva_majors/93937,False,none,none,neu,,93231,80
2026-06-02 07:59:58,dva_majors,93936,https://t.me/dva_majors/93936,False,none,none,neu,,86475,85
2026-06-02 07:59:58,dva_majors,93935,https://t.me/dva_majors/93935,False,none,none,neu,,85208,82
2026-06-02 07:59:58,dva_majors,93934,https://t.me/dva_majors/93934,False,none,none,neu,,83137,83
2026-06-02 07:59:58,dva_majors,93933,https://t.me/dva_majors/93933,False,none,none,neu,,86085,83
2026-06-02 07:59:58,dva_majors,93932,https://t.me/dva_majors/93932,False,none,none,neu,,86247,79
2026-06-02 08:05:10,dva_majors,93942,https://t.me/dva_majors/93942,True,west_nato,rearmament,neg,"Germany and Netherlands assigned German-Dutch Corps as NATO tactical headquarters for Estonia and Latvia, preparing for 60,000 troop deployment.",258031,698
2026-06-02 08:16:11,epoddubny,27674,https://t.me/epoddubny/27674,True,strikes_on_ukraine,deep_strikes,pos,"Russia launched combined strike with hypersonic missiles and drones against defense plants, fuel infrastructure, and military positions across Ukraine.",49324,30
2026-06-02 08:17:11,wargonzo,34575,https://t.me/wargonzo/34575,False,none,none,neu,,38440,101
2026-06-02 08:17:11,wargonzo,34574,https://t.me/wargonzo/34574,False,none,none,neu,,40771,101
2026-06-02 08:17:11,wargonzo,34573,https://t.me/wargonzo/34573,False,none,none,neu,,35561,101
2026-06-02 08:17:11,wargonzo,34572,https://t.me/wargonzo/34572,True,russia_internal,mobilisation,neu,Russia planning mobile version of Citadel anti-aircraft system using Ural trucks and radar station for drone defense.,30507,102
2026-06-02 08:26:43,sashakots,62096,https://t.me/sashakots/62096,True,strikes_on_ukraine,fuel_infrastructure,pos,Russian Geran drones struck Rovenskaya oil refinery with operator control from hundreds kilometers away without NATO satellite reliance.,33063,170
2026-06-02 08:29:01,rybar,80764,https://t.me/rybar/80764,True,strikes_on_ukraine,fuel_infrastructure,neu,"Russia shifted targeting from power plants to railway energy substations and transit nodes, disrupting Ukrainian rail network supply.",175693,134
2026-06-02 08:58:52,sashakots,62101,https://t.me/sashakots/62101,False,none,none,neu,,82383,356
2026-06-02 08:58:52,sashakots,62100,https://t.me/sashakots/62100,False,none,none,neu,,85813,358
2026-06-02 08:58:52,sashakots,62099,https://t.me/sashakots/62099,False,none,none,neu,,84871,356
2026-06-02 08:58:52,sashakots,62098,https://t.me/sashakots/62098,False,none,none,neu,,78014,358
2026-06-02 08:58:52,sashakots,62097,https://t.me/sashakots/62097,True,strikes_on_ukraine,other,neg,Kyiv metro shelter crowded with tourists using large tents; residents complain about selfishness and lack of space during strikes.,73407,363
2026-06-02 09:02:07,rusich_army,29814,https://t.me/rusich_army/29814,True,frontline,other,pos,Russian drone killed Ukrainian vehicle crew who failed to observe approaching target despite having three guns and multiple observers.,160727,352
2026-06-02 09:04:54,rybar,80765,https://t.me/rybar/80765,True,russia_internal,ideology_society,neg,Rybar criticizes invitation of Andrew Tate brothers to Russia as poor choice due to criminal allegations and toxic masculinity advocacy.,172297,264
2026-06-02 09:32:46,epoddubny,27676,https://t.me/epoddubny/27676,True,strikes_on_ukraine,deep_strikes,pos,"Russia struck Motor Sich factory and energy infrastructure in Zaporizhzhia, Kharkiv, Poltava disrupting Ukrainian fuel supplies.",37179,56
2026-06-02 09:34:10,wargonzo,34576,https://t.me/wargonzo/34576,True,russia_internal,elite_politics,neu,"War correspondent Semyon Pegov discusses Russian-Abkhazian relations, political tensions, and cultural preservation in podcast episode.",35503,16
2026-06-02 09:34:11,rybar,80768,https://t.me/rybar/80768,False,none,none,neu,,198605,384
2026-06-02 09:34:11,rybar,80767,https://t.me/rybar/80767,False,none,none,neu,,224661,384
2026-06-02 09:34:11,rybar,80766,https://t.me/rybar/80766,True,west_nato,other,pos,"Rybar praises American conservative Candace Owens visiting Russia as legitimate voice of traditional values, unlike previous controversial guests.",204163,386
2026-06-02 09:34:50,dva_majors,93943,https://t.me/dva_majors/93943,True,russia_internal,other,neu,Voronezh market illegal structures demolished; issues remain with tax evasion and regional authorities' willingness to solve problems.,84137,93
2026-06-02 09:44:30,ngp_razvedka,25484,https://t.me/ngp_razvedka/25484,False,none,none,neu,,40366,23
2026-06-02 09:52:01,epoddubny,27677,https://t.me/epoddubny/27677,True,west_nato,military_aid,neg,"USA studies deploying nuclear weapons in non-nuclear NATO European countries, expanding nuclear capability in Eastern Europe.",77371,105
2026-06-02 09:56:11,sashakots,62103,https://t.me/sashakots/62103,True,west_nato,military_aid,neg,"USA studies deploying nuclear weapons in non-nuclear NATO European countries, expanding nuclear capability in Eastern Europe.",27087,38
2026-06-02 09:59:16,dva_majors,93944,https://t.me/dva_majors/93944,True,criticism,government,neg,"Ukrainian parliament audit reveals widespread defense ministry mismanagement, funding shortfalls, and supply deficiencies during war.",77272,48
2026-06-02 09:59:35,dva_majors,93948,https://t.me/dva_majors/93948,False,none,none,neu,,82029,69
2026-06-02 09:59:35,dva_majors,93947,https://t.me/dva_majors/93947,False,none,none,neu,,85283,69
2026-06-02 09:59:35,dva_majors,93946,https://t.me/dva_majors/93946,False,none,none,neu,,82246,69
2026-06-02 09:59:35,dva_majors,93945,https://t.me/dva_majors/93945,True,ukraine_strikes_on_russia,drones_on_regions,neg,"Ukrainian drone and FPV attacks escalating massively, becoming sophisticated and hard to detect threat to Russian infrastructure.",77603,72
2026-06-02 10:20:16,Sladkov_plus,15578,https://t.me/Sladkov_plus/15578,False,none,none,neu,,186527,108
2026-06-02 10:23:25,ngp_razvedka,25485,https://t.me/ngp_razvedka/25485,True,russia_internal,other,neg,"Russian blogger criticizes social media users for revealing fuel convoy positions to Ukrainian drones, enabling targeting.",40953,85
2026-06-02 10:31:51,dva_majors,93958,https://t.me/dva_majors/93958,False,none,none,neu,,87580,89
2026-06-02 10:31:51,dva_majors,93957,https://t.me/dva_majors/93957,False,none,none,neu,,103223,89
2026-06-02 10:31:51,dva_majors,93956,https://t.me/dva_majors/93956,False,none,none,neu,,96845,91
2026-06-02 10:31:51,dva_majors,93955,https://t.me/dva_majors/93955,False,none,none,neu,,90617,94
2026-06-02 10:31:51,dva_majors,93954,https://t.me/dva_majors/93954,False,none,none,neu,,86979,93
2026-06-02 10:31:51,dva_majors,93953,https://t.me/dva_majors/93953,False,none,none,neu,,88196,99
2026-06-02 10:31:51,dva_majors,93952,https://t.me/dva_majors/93952,False,none,none,neu,,81524,91
2026-06-02 10:31:51,dva_majors,93951,https://t.me/dva_majors/93951,False,none,none,neu,,83087,104
2026-06-02 10:31:51,dva_majors,93950,https://t.me/dva_majors/93950,False,none,none,neu,,79665,92
2026-06-02 10:31:51,dva_majors,93949,https://t.me/dva_majors/93949,False,none,none,neu,,80241,90
2026-06-02 10:32:13,wargonzo,34577,https://t.me/wargonzo/34577,False,none,none,neu,,35784,27
2026-06-02 10:38:42,rybar,80769,https://t.me/rybar/80769,True,russia_internal,security_cases,neg,FSB reports foreign intelligence agencies deployed spyware in phones of Russian officials using commercial Israeli tools.,261872,408
2026-06-02 10:50:57,sashakots,62104,https://t.me/sashakots/62104,True,russia_internal,economy,neg,"Armenian PM Pashinyan proposes compensating farmers for crop losses from Russian restrictions, questioned as economically unsustainable.",32315,43
2026-06-02 11:00:46,rusich_army,29815,https://t.me/rusich_army/29815,True,ukraine_strikes_on_russia,drones_on_regions,neg,"Ukrainian drones attack Russian oil refineries, industrial facilities, and claims to have hit civilian passenger train heading to St. Petersburg.",89505,173
2026-06-02 11:01:09,dva_majors,93959,https://t.me/dva_majors/93959,False,none,none,neu,,105337,408
2026-06-02 11:16:44,epoddubny,27678,https://t.me/epoddubny/27678,True,strikes_on_ukraine,fuel_infrastructure,pos,"Russian combined missile and drone strike causes significant damage to Naftogaz fuel infrastructure facility in Merefa, Kharkiv region.",38208,70
2026-06-02 11:20:15,dva_majors,93960,https://t.me/dva_majors/93960,True,west_nato,military_aid,neg,USA Space Force contracts SpaceX $4.16 billion for space-based airborne moving target indicator system for global surveillance.,89091,196
2026-06-02 11:22:00,vysokygovorit,23058,https://t.me/vysokygovorit/23058,True,russia_internal,ideology_society,pos,Russian military adaptation from industrial to drone-based warfare parallels historical pattern of catching up and surpassing in weaponry.,220726,1215
2026-06-02 11:29:36,rybar,80770,https://t.me/rybar/80770,True,west_nato,other,neu,"Cuba faces potential epidemic crisis from garbage collapse due to US fuel blockade, with limited waste management infrastructure.",163077,123
2026-06-02 11:38:39,dva_majors,93961,https://t.me/dva_majors/93961,True,russia_internal,economy,neu,"Crimean head Aksyonov reports fuel shortage on peninsula under Putin's personal control, interactive map to locate gas stations announced.",97389,217
2026-06-02 11:44:36,sashakots,62105,https://t.me/sashakots/62105,True,russia_internal,ideology_society,pos,Russian military adapting from industrial to drone-based warfare mirrors historical pattern of catching up and surpassing adversaries.,26645,97
2026-06-02 11:57:10,dva_majors,93962,https://t.me/dva_majors/93962,True,ukraine_strikes_on_russia,drones_on_regions,neg,Ukrainian FPV drone intentionally attacks church in Kursk region's Glushkovskiy district near Kulbaki.,87810,96
2026-06-02 11:59:38,epoddubny,27683,https://t.me/epoddubny/27683,False,none,none,neu,,36025,127
2026-06-02 11:59:38,epoddubny,27682,https://t.me/epoddubny/27682,False,none,none,neu,,35955,127
2026-06-02 11:59:38,epoddubny,27681,https://t.me/epoddubny/27681,False,none,none,neu,,35043,127
2026-06-02 11:59:38,epoddubny,27680,https://t.me/epoddubny/27680,False,none,none,neu,,32057,128
2026-06-02 11:59:38,epoddubny,27679,https://t.me/epoddubny/27679,True,strikes_on_ukraine,deep_strikes,neg,Russian missile and drone strike on Kyiv forces civilians into metro shelters; wealthy residents monopolize space with large tents.,30779,128
2026-06-02 12:07:58,rybar,80771,https://t.me/rybar/80771,True,russia_internal,elite_politics,neu,Russian special envoy Kabulov denies reports of deploying air defense systems to Taliban or stationing forces at Bagram airbase.,164487,48
2026-06-02 12:15:59,sashakots,62108,https://t.me/sashakots/62108,False,none,none,neu,,35757,123
2026-06-02 12:15:59,sashakots,62107,https://t.me/sashakots/62107,False,none,none,neu,,36080,123
2026-06-02 12:15:59,sashakots,62106,https://t.me/sashakots/62106,True,strikes_on_ukraine,deep_strikes,pos,"Russian strikes hit ten Ukrainian defense industry facilities in Kyiv including drone production, weapons manufacturing, and military export monopoly.",30920,123
2026-06-02 12:16:17,epoddubny,27684,https://t.me/epoddubny/27684,True,strikes_on_ukraine,deep_strikes,pos,"Russian strikes damage Ukrainian defense plants including Mayak weapons factory, Aeroengine Motor Sich, drone producer Fire Point, and military airfields.",55832,91
2026-06-02 12:20:31,dva_majors,93966,https://t.me/dva_majors/93966,False,none,none,neu,,97512,181
2026-06-02 12:20:31,dva_majors,93965,https://t.me/dva_majors/93965,False,none,none,neu,,99992,181
2026-06-02 12:20:31,dva_majors,93964,https://t.me/dva_majors/93964,False,none,none,neu,,92210,180
2026-06-02 12:20:31,dva_majors,93963,https://t.me/dva_majors/93963,True,frontline,other,neu,Ukrainian border brigade Pomsta deploys mobile MANPAD system on pickup truck with dual machine guns and remote Xbox-controlled targeting.,86203,180
2026-06-02 12:23:32,wargonzo,34578,https://t.me/wargonzo/34578,False,none,none,neu,,33630,8
2026-06-02 12:31:45,Sladkov_plus,15579,https://t.me/Sladkov_plus/15579,True,russia_internal,mobilisation,pos,Civilian specialist 'Mark' promoted to deputy commander of 'Volga' regiment despite lacking formal military background.,238545,99
2026-06-02 12:31:46,rusich_army,29817,https://t.me/rusich_army/29817,False,none,none,neu,,87151,19
2026-06-02 12:50:16,rybar,80772,https://t.me/rybar/80772,True,ukraine_strikes_on_russia,crimea_energy,neg,Crimea fuel shortage worsens due to Ukrainian strikes on logistics corridor; interactive gas station map launching.,166022,168
2026-06-02 13:00:16,sashakots,62109,https://t.me/sashakots/62109,True,frontline,other,pos,"Spetsnaz drone operators destroyed 15 Ukrainian heavy drones near Dobropol, protecting ground forces from aerial drops.",37619,15
2026-06-02 13:01:58,wargonzo,34579,https://t.me/wargonzo/34579,True,frontline,other,neg,Unit 'Arbat' recovers fallen soldier under constant drone threat; night operations more dangerous despite darkness.,32122,18
2026-06-02 13:04:14,rusich_army,29818,https://t.me/rusich_army/29818,False,none,none,neu,,90531,16
2026-06-02 13:07:43,rybar,80773,https://t.me/rybar/80773,True,strikes_on_ukraine,deep_strikes,pos,"Russian forces conducted massive combined strike on Kyiv with drones and missiles; damaged seven districts, power cuts.",168880,154
2026-06-02 13:28:30,dva_majors,93967,https://t.me/dva_majors/93967,True,russia_internal,elite_politics,neg,Russia restricts agricultural imports from Armenia; accuses Armenian government of mismanagement and incompetence.,92903,233
2026-06-02 13:49:50,epoddubny,27685,https://t.me/epoddubny/27685,True,russia_internal,ideology_society,pos,Russia historically lags in military innovation but catches up and surpasses; currently transforming to drone-centric warfare.,34310,83
2026-06-02 13:52:03,dva_majors,93968,https://t.me/dva_majors/93968,True,ukraine_strikes_on_russia,drones_on_regions,neg,Ukrainian MLRS strike on Suzemka town kills civilian; three others wounded including rescue worker.,88609,80
2026-06-02 14:01:01,epoddubny,27687,https://t.me/epoddubny/27687,False,none,none,neu,,41142,26
2026-06-02 14:01:01,epoddubny,27686,https://t.me/epoddubny/27686,True,frontline,other,pos,Russian drone operators systematically destroy enemy heavy drones and personnel across all special operation directions.,41812,25
2026-06-02 14:02:23,dva_majors,93970,https://t.me/dva_majors/93970,False,none,none,neu,,92221,113
2026-06-02 14:02:23,dva_majors,93969,https://t.me/dva_majors/93969,True,russia_internal,ideology_society,neu,"Study explores adversarial patterns, thermal masking, and AI countermeasures for military equipment concealment.",92157,114
2026-06-02 14:07:01,wargonzo,34580,https://t.me/wargonzo/34580,False,none,none,neu,,31766,33
2026-06-02 14:41:54,rybar,80774,https://t.me/rybar/80774,False,none,none,neu,,858418,394
2026-06-02 14:50:56,vysokygovorit,23059,https://t.me/vysokygovorit/23059,False,none,none,neu,,81912,47
2026-06-02 14:52:51,dva_majors,93971,https://t.me/dva_majors/93971,True,criticism,government,neg,Government censorship prevents Russian media from reporting Ukrainian war crimes; enables enemy propaganda spread.,129946,498
2026-06-02 15:00:01,rusich_army,29819,https://t.me/rusich_army/29819,False,none,none,neu,,103016,16
2026-06-02 15:00:23,dva_majors,93972,https://t.me/dva_majors/93972,False,none,none,neu,,92393,114
2026-06-02 15:02:42,vysokygovorit,23060,https://t.me/vysokygovorit/23060,False,none,none,neu,,100308,35
2026-06-02 15:03:04,rybar,80775,https://t.me/rybar/80775,True,west_nato,alliance_politics,neg,US deploys two carrier strike groups near Iran amid failed negotiations; tensions in Strait of Hormuz escalating.,157710,30
2026-06-02 15:05:58,wargonzo,34581,https://t.me/wargonzo/34581,True,frontline,other,neg,Unit 'Arbat' recovers fallen soldiers under drone attacks; pledges never to abandon comrades dead or alive.,33412,43
2026-06-02 15:09:18,ngp_razvedka,25486,https://t.me/ngp_razvedka/25486,True,strikes_on_ukraine,deep_strikes,pos,Russian strike hits ESMA factory in Ukraine; post celebrates destruction of plant.,40977,68
2026-06-02 15:29:58,dva_majors,93982,https://t.me/dva_majors/93982,False,none,none,neu,,98756,79
2026-06-02 15:29:58,dva_majors,93981,https://t.me/dva_majors/93981,False,none,none,neu,,123633,81
2026-06-02 15:29:58,dva_majors,93980,https://t.me/dva_majors/93980,False,none,none,neu,,118276,79
2026-06-02 15:29:58,dva_majors,93979,https://t.me/dva_majors/93979,False,none,none,neu,,101525,83
2026-06-02 15:29:58,dva_majors,93978,https://t.me/dva_majors/93978,False,none,none,neu,,102049,84
2026-06-02 15:29:58,dva_majors,93977,https://t.me/dva_majors/93977,False,none,none,neu,,102527,80
2026-06-02 15:29:58,dva_majors,93976,https://t.me/dva_majors/93976,False,none,none,neu,,96825,78
2026-06-02 15:29:58,dva_majors,93975,https://t.me/dva_majors/93975,False,none,none,neu,,93343,83
2026-06-02 15:29:58,dva_majors,93974,https://t.me/dva_majors/93974,False,none,none,neu,,92564,79
2026-06-02 15:29:58,dva_majors,93973,https://t.me/dva_majors/93973,False,none,none,neu,,91272,78
2026-06-02 15:32:01,rybar,80776,https://t.me/rybar/80776,True,frontline,other,pos,Russian forces evacuate Krasnoarmeysk civilians after liberation; military police rescue residents under drone threats.,156211,301
2026-06-02 15:36:34,vysokygovorit,23061,https://t.me/vysokygovorit/23061,False,none,none,neu,,107182,234
2026-06-02 15:55:27,vysokygovorit,23062,https://t.me/vysokygovorit/23062,True,frontline,other,pos,Fiber optic drone operators intercept enemy armored vehicles on Dobropol direction roads.,90456,21
2026-06-02 16:01:03,wargonzo,34582,https://t.me/wargonzo/34582,False,none,none,neu,,35881,14
2026-06-02 16:11:18,epoddubny,27693,https://t.me/epoddubny/27693,False,none,none,neu,,45527,64
2026-06-02 16:11:18,epoddubny,27692,https://t.me/epoddubny/27692,False,none,none,neu,,50659,64
2026-06-02 16:11:18,epoddubny,27691,https://t.me/epoddubny/27691,False,none,none,neu,,52681,64
2026-06-02 16:11:18,epoddubny,27690,https://t.me/epoddubny/27690,False,none,none,neu,,51757,64
2026-06-02 16:11:18,epoddubny,27689,https://t.me/epoddubny/27689,False,none,none,neu,,45818,64
2026-06-02 16:11:18,epoddubny,27688,https://t.me/epoddubny/27688,False,none,none,neu,,41389,65
2026-06-02 16:11:19,epoddubny,27696,https://t.me/epoddubny/27696,False,none,none,neu,,51458,64
2026-06-02 16:11:19,epoddubny,27695,https://t.me/epoddubny/27695,False,none,none,neu,,62512,64
2026-06-02 16:11:19,epoddubny,27694,https://t.me/epoddubny/27694,False,none,none,neu,,66135,64
2026-06-02 16:18:02,rybar,80777,https://t.me/rybar/80777,True,west_nato,military_aid,neg,US military tanker aircraft continue operations from Israel to Persian Gulf despite deescalation talks.,167702,29
2026-06-02 16:34:38,wargonzo,34583,https://t.me/wargonzo/34583,True,west_nato,other,pos,Iranian military official claims war with US is inevitable and threatens to block Hormuz Strait.,37662,24
2026-06-02 16:37:00,dva_majors,93983,https://t.me/dva_majors/93983,False,none,none,neu,,149551,64
2026-06-02 16:59:01,sashakots,62114,https://t.me/sashakots/62114,False,none,none,neu,,39751,88
2026-06-02 16:59:01,sashakots,62113,https://t.me/sashakots/62113,False,none,none,neu,,43816,88
2026-06-02 16:59:01,sashakots,62112,https://t.me/sashakots/62112,False,none,none,neu,,39700,88
2026-06-02 16:59:01,sashakots,62111,https://t.me/sashakots/62111,False,none,none,neu,,34979,88
2026-06-02 16:59:01,sashakots,62110,https://t.me/sashakots/62110,True,strikes_on_ukraine,deep_strikes,neg,"Ukraine's 2014 Su-25 strike on Luhansk administrative building killed eight civilians, escalated Donbas conflict.",32098,91
2026-06-02 17:02:49,rusich_army,29820,https://t.me/rusich_army/29820,True,russia_internal,other,pos,Russian heavy cruiser Nakhimov completes sea trials after modernization; criticized for slow Russian shipbuilding.,105987,118
2026-06-02 17:06:01,dva_majors,93984,https://t.me/dva_majors/93984,False,none,none,neu,,87556,43
2026-06-02 17:12:04,dva_majors,93985,https://t.me/dva_majors/93985,False,none,none,neu,,103662,12
2026-06-02 17:15:21,rybar,80778,https://t.me/rybar/80778,True,west_nato,alliance_politics,neu,US commander calls Korean Peninsula 'dagger in Asia's heart' directed at China's interests.,170314,58
2026-06-02 17:20:03,ngp_razvedka,25487,https://t.me/ngp_razvedka/25487,True,criticism,government,neg,Ukrainian strike on Dzhankoy railway station caused casualties; Russia lacks will for symmetric retaliation despite capability.,41757,120
2026-06-02 17:20:13,wargonzo,34584,https://t.me/wargonzo/34584,True,frontline,other,pos,"Unit Arbat operates in dangerous frontline sector, conducts evacuation of wounded under constant drone threat.",48160,40
2026-06-02 17:20:17,dva_majors,93986,https://t.me/dva_majors/93986,True,russia_internal,economy,neg,LNR imposes fuel rationing at 20 liters per purchase due to logistics problems and rising demand.,120728,420
2026-06-02 17:32:15,sashakots,62115,https://t.me/sashakots/62115,False,none,none,neu,,39850,10
